id,负责人,是否完成（无法完成备注）,function,question,prepareCode,runCode
947,,,tmcovar,在物联网监控系统中，表device包含时间戳t（TIMESTAMP类型）、湿度传感器数值humi、温度传感器数值temp。现有4条记录:t分别为2023.01.01T10:00:00、10:02:00、10:05:00、10:06:00；humi对应为5、8、3、4；temp对应为22、25、19、21。请以3分钟为时间窗口，计算每个时刻前推窗口内humi和temp的协方差，结果列命名为result。,"t = [timestamp(""2023-01-01T10:00:00""), timestamp(""2023-01-01T10:02:00""), timestamp(""2023-01-01T10:05:00""), timestamp(""2023-01-01T10:06:00"")]
humi = [5, 8, 3, 4]
temp = [22, 25, 19, 21]
device = table(t as t, humi as humi, temp as temp)
","result = select *, tmcovar(t, humi, temp, 3m) as result from device
"
948,,,tmmed,有一只温度传感器每分钟采集一次环境数据，但部分读数可能丢失。现有一张表包含时间戳（timestamp，时间类型）和温度值（temp，浮点型，存在空值），请计算每个时刻前3分钟窗口内的温度中间值（忽略空值参与计算）。要求返回包含原始数据和对应中间值的表，结果存储在变量result中。,"timestamp = [2023.01.01T09:30:00, 2023.01.01T09:31:00, 2023.01.01T09:32:00, 2023.01.01T09:33:00, 2023.01.01T09:34:00, 2023.01.01T09:36:00]
temp = [36.5, 37.1, NULL, 36.8, 37.6, 38.0]
m = table(timestamp, temp)","result = select *, tmmed(timestamp, temp, 3m) as rolling_median from m"
949,,,transFreq,"在物联网传感器数据采集中，设备每30分钟记录一次读数，生成时间戳如下:[2023.05.15T08:00:00, 2023.05.15T08:30:00, 2023.05.15T09:00:00, 2023.05.15T09:30:00, 2023.05.15T10:00:00]。现在需要将时间戳转换为每2小时的左闭合区间（左边界为标签），输出格式为时间向量result。","
sensorTime = 2023.05.15T08:00:00 + 0..4 * 30*60*1000
","
result = transFreq(sensorTime, rule=""2H"", closed=`left, label=`left)
"
950,,,triggerTSDBCompaction,"某物联网平台存储了2024年1月10日的百万级传感器数据，TSDB引擎中产生了大量层级文件。现需对当日/temperature分区下所有数据文件的第1层级执行压缩优化，输入数据为类型为数据文件且分区路径包含""2024.01.10/temperature""的chunkID列表，变量名为chunkIds。请编写代码将操作结果存入名为result的布尔型数组。","chunkIds = exec chunkId from getChunksMeta() where type=1 and partition like ""%2024.01.10/temperature%""","result = each(def(x){triggerTSDBCompaction(x,1)}, chunkIds)"
951,,,tril,在物联网监测中，四个传感器记录了四个连续时段的数据，存储为4x4矩阵sensorData（每行代表时段，每列代表传感器）。需要生成一个新矩阵，保留每个时段及其之前两个时段的传感器数据（含当前时段），其余位置归零。输入数据为矩阵格式，变量名sensorData，输出结果存入矩阵result。,"sensorData = matrix(5 3 9 2, 8 6 4 7, 1 5 8 3, 4 2 7 6)
","result = tril(sensorData, 2)
"
952,,,updateLicense,在分布式时序数据库集群中，管理员已完成所有节点新许可证文件的部署。现需激活新授权配置并生成包含各节点别名及其对应授权截止日期的验证表。请编写操作代码，要求不重启任何服务节点，结果存储在名为result的二维表中，包含node（节点名称）和expiration（截止日期）两列。,,"pnodeRun(updateLicense)
result = table(pnodeRun(getNodeAlias) as node, pnodeRun(getLicenseExpiration) as expiration)"
953,,,winsorize,在物联网场景中，传感器采集的温度数据存储在变量sensorData中，包含20个元素（存在两个缺失值NULL，分别位于首尾位置，其余为1到18的连续整数）。需要对数据进行缩尾处理，将最低和最高各10%的值替换为相邻值，缺失值视作最大值处理。请写出处理后的结果，并赋值给变量result。,"javascript
sensorData = 1..20
sensorData[0] = NULL
sensorData[19] = NULL
","javascript
result = winsorize(sensorData, 0.1, nanPolicy='upper')
"
954,,,writeLogLevel,"在物联网系统中，当检测到设备电压骤降至23.5伏时，需要记录三条关键参数到故障日志:异常代码5005、当前电压值和""紧急:主电源失效，切换备用电路""的提示。给定整型变量err_code=5005和浮点变量voltage=23.5，如何生成包含这两个数值和提示文本的三行红色警报日志？","err_code = 5005
voltage = 23.5","result = writeLogLevel(ERROR, err_code, voltage, ""紧急:主电源失效，切换备用电路"")"
955,,,writeRecord,"某证券系统需要将最近1万笔股票交易的记录（包含时间戳、股票代码、价格）中的第501到1500条导出为二进制文件。已知数据表名为tradeData，结构为[timestamp: DATETIME, symbol: SYMBOL, price: DOUBLE]，请写出将指定范围数据写入文件并返回成功行数的代码。","timestamp = 2023.01.01T09:30:00 + 0..9999
symbol = take(`AAPL`MSFT`GOOG, 10000)
price = rand(100.0, 10000)
tradeData = table(timestamp, symbol, price)
","fh = file(""trade_records.bin"", ""w"")
result = fh.writeRecord(tradeData, 500, 1000)
"
956,,,adaBoostClassifier,"在金融服务场景中，需要通过客户的收入、负债、年龄三个财务指标预测其信用等级（0-良好,1-一般,2-较差）。给定训练数据表trainData包含四列:credit_label表示信用等级，income为月收入（单位万），debt为总负债（单位万），age为年龄。请构建一个集成学习模型，要求使用70%特征选取比例、15个基础分类器、SAMME优化算法，将训练好的分类模型字典存入result变量。","trainData = table(100:0, `credit_label`income`debt`age, [INT,DOUBLE,DOUBLE,DOUBLE])
n=8
for i in 0..2:
credit = take(i, n)
income = norm(5+i*2, 3, n)
debt = norm(10+i*5, 8, n)
age = norm(30+i*5, 5, n)
insert into trainData values(credit, income, debt, age)
","modelDS = sqlDS(<select * from trainData>)
result = adaBoostClassifier(modelDS, `credit_label, `income`debt`age, 3, maxFeatures=0.7, numTrees=15, algorithm='SAMME')
"
957,,,addReactiveMetrics,"实时监测设备状态的计算引擎已累计统计设备工作时长，现需动态扩展两个新指标:瞬时功耗的移动平均值和设备温度的历史峰值。已知输入流表结构为(deviceID, timestamp, power, temp, hours)，输出表包含(deviceID, timestamp, metricName, value)，请实现新增指标后的数据验证。","dummy = streamTable(1:0, [""deviceID"",""timestamp"",""power"",""temp"",""hours""], [STRING,TIMESTAMP,DOUBLE,DOUBLE,INT])
output = streamTable(1:0, [""deviceID"",""timestamp"",""metricName"",""value""], [STRING,TIMESTAMP,STRING,DOUBLE])

initialFactors = [<sum(hours)>]
engine = createNarrowReactiveStateEngine(
name=""deviceMonitor"",
metrics=initialFactors,
metricNames=""totalHours"",
dummyTable=dummy,
outputTable=output,
keyColumn=""deviceID""
)

seedData = table(
[""D001"",""D002"",""D003""] as deviceID,
2023.09.05T09:00:00 + 1..3 as timestamp,
rand(100.0,3) as power,
rand(500.0,3) as temp,
10..12 as hours
)
engine.append!(seedData)
","newMetrics = [<mavg(power,3)>, <cummax(temp)>]
addReactiveMetrics(""deviceMonitor"", [""powerMAvg"", ""tempPeak""], newMetrics)

testData = table(
""D004"" as deviceID,
2023.09.05T09:00:05 as timestamp,
88.5 as power,
520.0 as temp,
15 as hours
)
engine.append!(testData)
result = select * from output where deviceID=""D004""
"
958,,,beta,某量化研究员需要计算某只股票相对于市场指数的系统性风险指标。已知该股票的日收益率序列存储在变量stock_returns中，对应的市场指数日收益率存储在market_returns里。输入均为包含5个元素的数值型向量，输出要求是两者的回归模型中自变量系数估计值，结果存入result变量。,"stock_returns = 0.02 0.015 -0.008 0.032 -0.005
market_returns = 0.012 0.01 -0.006 0.025 -0.003","result = beta(stock_returns, market_returns)"
959,,,bitOr,在物联网设备监控中，某传感器在连续两个检测周期内报告的异常标识分别存储在向量alert_phase1和alert_phase2中，每个元素对应不同监测点（0正常，1异常）。如何生成综合异常报告，只要任一周期出现异常则标记为异常？,"alert_phase1 = [1,0,1,1,0]
alert_phase2 = [0,1,1,0,1]",result = alert_phase1 | alert_phase2
960,,,bucket,"在物联网设备温度监测中，有一组传感器采集到温度数据 `temps = [7, 25, 60, 38, 42, 15]`。请将数据按以下规则分类:有效温度区间为20到50度（含20不含50），该区间内等分成3段；区间外单独做异常标识。输入数据格式为整型向量，变量名temps；输出为分桶编号向量，变量名result。","temps = [7, 25, 60, 38, 42, 15]","result = bucket(temps, 20:50, 3, true)"
961,,,call,在物联网场景中，处理传感器数据表sensorData（结构:ts[时间戳]和val[浮点数值]），需要动态应用三种数值分析方法（求均值、找最大值、算标准差）并将结果按顺序存入变量result。请编写实现代码。,"ts = 2023.10.01T09:30:00.000 + 1..600 * 600
val = norm(0, 5.0, 600)
sensorData = table(ts as ts, val as val)","result = each(call{, sensorData.val}, [avg, max, std])"
962,,,cdfWeibull,"某工厂需要评估设备部件的可靠性，记录了一组运行时长数据（单位:小时）。已知该部件的寿命分布形状参数为1.5，特征寿命参数为1000小时。请计算部件在[0,500,1000,1500,2000]不同工作时长点的累计失效概率，将结果保留五位小数存入变量result。","times = [0, 500, 1000, 1500, 2000]
shape_param = 1.5
scale_param = 1000.0
","result = cdfWeibull(shape_param, scale_param, times).round(5)
"
963,,,createCatalog,"在物联网系统中，需要为温度、湿度、振动三类传感器建立独立的数据存储区域。给定字符串数组sensorTypes=[""thermal"", ""humidity"", ""vibration""]作为输入数据，请编写代码批量创建对应的存储结构，将操作结果保存到变量result中。","sensorTypes = [""thermal"", ""humidity"", ""vibration""]","result = each(createCatalog, sensorTypes)"
964,,,createEquiJoinEngine,"在实时股票处理系统中，两个流数据表分别记录各股票的最新价格和成交量。请设计一个流计算引擎，当同一股票代码和时间点的数据到达时，立即关联并计算总成交额（价格*成交量）。左表结构为流表leftStream(time TIMESTAMP, sym SYMBOL, price DOUBLE)，右表结构为流表rightStream(time TIMESTAMP, sym SYMBOL, volume DOUBLE)。输出表outputStream需包含time, sym, price, volume, total列，其中total为price与volume的乘积。请输出outputStream的所有记录到变量result。","share streamTable(1:0, `time`sym`price, [TIMESTAMP, SYMBOL, DOUBLE]) as leftStream
share streamTable(1:0, `time`sym`volume, [TIMESTAMP, SYMBOL, DOUBLE]) as rightStream
share table(100:0, `time`sym`price`volume`total, [TIMESTAMP, SYMBOL, DOUBLE, DOUBLE, DOUBLE]) as outputStream

t1 = table(2023.10.08T09:30:00.000 + 1..10 as time, take(`AAPL`MSFT, 10) as sym, rand(100.0, 10) as price)
leftStream.append!(t1)
t2 = table(2023.10.08T09:30:00.000 + 1..10 as time, take(`AAPL`MSFT, 10) as sym, rand(1000, 10) as volume)
rightStream.append!(t2)
","ejEngine = createEquiJoinEngine(name=""equiJoinDemo"", leftStream, rightStream, outputStream, <[price, volume, price*volume]>, `sym, `time, 10000, 5000)
subscribeTable(tableName=""leftStream"", actionName=""joinLeft"", handler=appendForJoin{ejEngine, true}, msgAsTable=true)
subscribeTable(tableName=""rightStream"", actionName=""joinRight"", handler=appendForJoin{ejEngine, false}, msgAsTable=true)
result = select * from outputStream
"
965,,,cumstdTopN,"在实时股票分析中，需要按证券代码分组追踪价格波动性。给定一个包含股票代码(id)和收盘价(price)的表格t，请计算每个时点向前累计窗口中，按代码分组稳定性排序后取前4个价格组成的滚动标准差。输入表结构为(id INT, price DOUBLE)，结果存储在变量result中。","id = rand(`A`B`C`D`E, 10)
price = 100.0 + norm(0, 5, 10)
t = table(id, price)
","result = select cumstdTopN(price, id, 4, ascending=false) as result from t
"
966,,,cutPoints,"某股票的三档唯一收盘价按升序排列为price = [100.0, 102.5, 104.0]，对应成交量分别为freq = [20, 50, 30]。需将此价格区间划分为2个交易量分布均衡的区间段，要求生成包含区间边界的向量。输入数据格式:price为数值向量，freq为整数向量；输出为数值向量存入result。","price = 100.0 102.5 104.0
freq = 20 50 30","result = cutPoints(price, 2, freq)"
967,,,decimal128,"在金融结算系统中，需要精确处理两笔金额数据。已知金额1以字符串形式存储为price1=""123.456""，金额2存储为price2=""78.9""。请将它们转换为保留两位小数的高精度数值类型，并计算它们的总和，结果存入变量result。输入均为字符串，输出为DECIMAL128类型。","price1 = ""123.456""
price2 = ""78.9""","a = decimal128(price1, 2)
b = decimal128(price2, 2)
result = a + b"
968,,,decimal64,"在物联网系统中，传感器采集的温度数据以字符串数组形式存储，格式为[""36.5123"", ""37.9876""]，变量名为temps。需要将其转换为高精度小数类型，保留小数点后三位（第四位四舍五入），结果存入变量result。请编写代码实现。","temps = [""36.5123"", ""37.9876""]
","result = decimal64(temps, 3)
"
969,,,dividedDifference,"某物联网设备每隔1小时记录一次温度数据，时间戳存储在变量t中，对应温度值存储在变量temp。现在需要将温度数据插值到每5分钟一个点，要求生成插值后的温度序列。其中t是三个时间点的DATETIME向量，temp是[25.0, 26.5, 28.0]的数值向量，输出结果需要存储在变量result中。","t = [2023.01.01 08:00:00, 2023.01.01 09:00:00, 2023.01.01 10:00:00]
temp = 25.0 26.5 28.0","result = dividedDifference(t, temp, `5min, closed=""right"")"
970,,,dropCatalog,"某物联网平台按项目存储设备数据，现项目""iot_project_2023""已结束，需删除对应的数据目录。已知该目录存在，请编写代码执行删除并将结果存入result。输入数据为字符串标量表示目录名称，输出结果需存储在变量result中。","
// 确保测试环境存在目标目录
createCatalog(""iot_project_2023"")
","
result = dropCatalog(""iot_project_2023"")
"
971,,,dropStreamTable,"在物联网平台维护过程中，管理员发现一个名为""sensorReadings""的传感器流表已经停止服务但仍有磁盘残留，需要彻底移除该表及其所有持久化数据。已知该表结构为[timestamp:SYMBOL, deviceID:STRING, value:DOUBLE]，当前内存中已无该表实例，请编写强制删除操作代码。","colNames = [""timestamp"",""deviceID"",""value""]
colTypes = [SYMBOL,STRING,DOUBLE]
t = streamTable(1:0,colNames,colTypes)
enableTableShareAndPersistence(t, `sensorReadings)
undef(`sensorReadings, SHARED)
","result = dropStreamTable(tableName=`sensorReadings, force=true)
"
972,,,enableTablePersistence,某物联网平台需要实时存储传感器上传的温度数据到磁盘，同时自动清理内存中超过保留期限的历史记录。假设已有一个名为sensorStream的空共享流表，包含timestamp(时间戳)、deviceID(设备ID)、temperature(温度值)三列，数据类型分别为TIMESTAMP、SYMBOL、DOUBLE。要求配置异步写入模式，启用压缩存储，按时间列每15分钟触发内存清理，仅保留最近30分钟的数据。请生成正确的配置代码将处理结果存入result变量。,"
colNames = [""timestamp"", ""deviceID"", ""temperature""]
colTypes = [TIMESTAMP, SYMBOL, DOUBLE]
sensorStream = streamTable(10000:0, colNames, colTypes)
enableTableShareAndPersistence(sensorStream, ""sensorStream"", false, true, 10000000)
","
result = enableTablePersistence(
table=sensorStream, 
asynWrite=true,
compress=true,
cachePurgeTimeColumn=`timestamp,
cachePurgeInterval=15m,
cacheRetentionTime=30m
)
"
973,,,endsWith,给定物联网设备日志文件名列表files，请筛选出所有以.log结尾的条目（不区分大小写）。输入数据files为字符串向量:`device1.log`device2.txt`device3.LOG`sys.log，输出结果保存到result，要求是布尔向量。,"files = [`device1.log, `device2.txt, `device3.LOG, `sys.log]
","result = endsWith(lower(files), "".log"")
"
974,,,eqFloat,"在量化交易中，两个策略计算出的股票价格矩阵存在微小精度差异。给定price1=matrix([0.12345678,1.2345678],[2.3456789,3.4567891])和price2=matrix([0.12345677,1.2345679],[2.3456788,3.4567891])两个DOUBLE类型矩阵，要求判断每个元素在小数点后第7位是否相等，结果存储在result变量中。","price1 = matrix([0.12345678,1.2345678],[2.3456789,3.4567891])
price2 = matrix([0.12345677,1.2345679],[2.3456788,3.4567891])","result = eqFloat(price1, price2, 7)"
975,,,esd,"某云计算平台需要监控服务器集群的CPU使用率数据，识别突发异常峰值。给定一个长度为1000的数组usage，其中第300、450、750号位置的数值存在显著异常波动。请编写代码检测该数据序列中的异常点，要求输出包含异常值索引和数值的二维表result，输入数据格式为[5.2,18.7,...,32.1]的浮点型向量。","n = 1000
usage = norm(5.0, 2.0, n).cumsum().abs() + 10  // 生成趋势型基础数据
usage[300] += 40  // 注入尖峰异常
usage[450] += 35  // 注入阶跃异常  
usage[750] += 38  // 注入脉冲异常
","result = esd(usage, hybrid=true, maxAnomalies=0.15, alpha=0.05)
"
976,,,first,在分析股票市场数据时，给定一个包含6条交易记录的时序表，包含股票代码（sym列为`A`和`B`交替）、纳秒级时间戳（time列从09:30:00开始递增）和价格（price列浮点数值）。要求提取每支股票当天的开盘价（即每个股票代码第一条记录的price值），输出结果需保留股票代码列并通过变量result存储。,"t = table(take(`A`B, 6) as sym, 2023.10.01T09:30:00.000000000 + 0..5 as time, 100.5 101.2 99.8 102.3 98.7 103.0 as price)","result = select sym, first(price) as openPrice from t group by sym"
977,,,fy5253Quarter,"某公司采用4-4-5财年制度，财年从四月份开始，将每周一设为基准日。已知闰季度设置在第三季度，需要以每两个财政季度为周期处理销售数据。给定交易表包含日期列（2022.03.15、2022.06.20、2022.09.25、2022.12.30），价格和数量字段，如何按财政季度起始日分组计算平均价格和总量？输入表结构:t1=table(date,price,qty)，输出结果列名为quarter_start、avg_price、total_qty。","date = [2022.03.15, 2022.06.20, 2022.09.25, 2022.12.30]
price = [45.6, 52.3, 48.9, 55.0]
qty = [1200, 1500, 1800, 2100]
t1 = table(date as date, price as price, qty as qty)
","result = select avg(price) as avg_price, sum(qty) as total_qty from t1 group by fy5253Quarter(date, 0, 4, 3, true, 2022.01.01, 2) as quarter_start
"
978,,,garch,某证券公司需要分析某股票收益率的波动特征以评估风险。给定包含日期（date）和日收益率（return）两个字段的100条交易数据，表名为stockData。要求建立阶数为p=1（GARCH项）和q=2（ARCH项）的波动率模型，使用最大迭代次数100次进行参数估计，将结果存储在变量result中。输入数据格式为内存表，包含DATE类型date列和DOUBLE类型return列，输出结果为包含波动率常数、ARCH项等参数的字典。,"dates = 2023.01.01 + 0..99
returns = norm(0, 0.02, 100)  # 生成100个正态分布随机数模拟收益率
stockData = table(dates as date, returns as return)
","result = garch(stockData, ""return"", [1,2], 100)
"
979,,,getAggregatorStat,在物联网设备监控场景中，某流处理引擎持续统计传感器每分钟的极值读数。现需提取该引擎的运行健康指标，包含已处理批次数、最近事件时间和队列深度，并将结果存入变量result。输入数据表为device_stream，包含时间戳列ts和数值列temperature，使用时间窗口长度为60秒的聚合规则。,"# 创建流数据表
device_stream = streamTable(10000:0, `ts`temperature, [TIMESTAMP, DOUBLE])
enableTableShareAndPersistence(device_stream, ""device_stream"", true, true)

# 创建时间序列引擎
tsAggr = createTimeSeriesEngine(name=""iot_aggr"", windowSize=60000, step=60000, metrics=<[max(temperature), min(temperature)]>, dummyTable=device_stream, outputTable=table(10000:0, `ts`max_temp`min_temp, [TIMESTAMP, DOUBLE, DOUBLE]), timeColumn=`ts, useSystemTime=false)

# 模拟数据写入
insert into device_stream values(2023.09.01T09:00:00.000, 25.8)
insert into device_stream values(2023.09.01T09:00:30.000, 28.1)
insert into device_stream values(2023.09.01T09:01:15.000, 26.4)
","result = getAggregatorStat(""iot_aggr"", false)
"
980,,,getNodePort,在集群节点状态监控系统中，存在一个表 node_status 包含字段 node(SYMBOL)、port(INT)、status(SYMBOL)，其中 status 初始值为 inactive。需要检测当前节点的运行端口是否存在于该表，若存在则更新其状态为 active，并将更新后的该节点记录存入变量 result。请写出实现代码。,"node_status = table(`Alpha`Bravo`Charlie as node, [8888, 8899, 8848] as port, `inactive`inactive`inactive as status)","current_port = getNodePort()
update node_status set status = ""active"" where port = current_port
result = select * from node_status where port == current_port"
981,,,getSupportBundle,"某物联网平台需定期导出所有节点的系统诊断日志，包含配置、数据库结构及事务状态等信息，并将结果保存在指定路径以便后续分析。已知目标目录为""/iot/logs/audit""，请实现该需求并获取生成文件的完整路径，结果存储在变量result中。输入数据为路径字符串，输出为包含时间戳的文件路径字符串。",// 该函数无需额外数据准备，直接调用即可,"result = getSupportBundle(""/iot/logs/audit"")"
982,,,getSystemCpuUsage,在物联网实时数据处理服务中，需要监测DolphinDB服务进程的CPU资源消耗。请编写代码获取当前该进程在所有CPU核上的实时利用率总和，并将计算结果存入变量result。输入数据不需要预处理，输出结果为浮点数值。,,result = getSystemCpuUsage()
983,,,gmtime,某个物联网平台的设备日志时间记录为本地时间（UTC+8时区），需要将所有时间转换为格林尼治标准时间以便统一分析。给定一个包含两个本地时间戳的向量t，分别为2023.08.18 16:45:30和2024.02.28 03:15:20，编写代码执行转换并将结果存入result。输入数据为TIMESTAMP类型变量t，要求输出结果为对应的零时区时间。,"t = [timestamp(""2023.08.18 16:45:30""), timestamp(""2024.02.28 03:15:20"")]
","result = gmtime(t)
"
984,,,gt,"在设备故障监测中，标准故障标识集合包含{100, 200, 300}，当前检测到的故障标识集合为{200}。请验证当前故障是否为标准库的严格子集（即全部元素存在于标准库且元素数量更少）。输入数据为集合standardCodes和currentCodes，输出结果为布尔值存储在result。","standardCodes = set([100, 200, 300])
currentCodes = set([200])
","result = standardCodes > currentCodes
"
985,,,installPlugin,"在物联网数据采集场景中，需要使用国外服务器获取指定版本的MQTT通信组件。需从地址""http://plugins.dolphindb.com/plugins""下载1.2.0版本的mqtt插件包，要求获取该插件的配置文件路径以便后续加载。输入参数均为字符串类型，输出结果存储在result变量中。",,"result = installPlugin(""mqtt"", ""1.2.0"", ""http://plugins.dolphindb.com/plugins"")"
986,,,intersection,"某物联网系统监测三个设备在两个时间点的状态码（整数数组statusA和statusB），需要计算每个设备在两个时刻同时有效的状态位。已知statusA为[25, 9, 63]，对应二进制11001、1001、111111；statusB为[19, 14, 55]，对应二进制10011、1110、110111。要求输出按位与后的十进制结果数组到result。","statusA = [25, 9, 63]
statusB = [19, 14, 55]",result = statusA & statusB
987,,,isMonotonicDecreasing,物联网场景中，某温度传感器的读数在连续5个时间点依次为45.3、43.2、40.0、38.5和空值，请判断其数值是否呈现持续下降的趋势。输入数据格式为浮点向量sensorReadings，输出结果存储在布尔变量result中。,"sensorReadings = [45.3, 43.2, 40.0, 38.5, NULL]",result = isMonotonicDecreasing(sensorReadings)
988,,,isNanInf,在股票分析中，需要识别某只股票的价格数据中的无效或异常值。给定一个DOUBLE类型的向量priceData，其中包含以下元素:2.5、空的数值、0除0的结果、正无穷大、负无穷大。请生成一个布尔向量result，标记每个元素是否为无效值（包括NaN、Inf或空值）。,"priceData = double([2.5, NULL, 0.0/0.0, 1.0/0.0, -3.0/0.0])
","result = isNanInf(priceData, true)
"
989,,,keyedTable,"在物联网场景中，需要实时记录设备的最新环境指标。现有三个传感器设备，每个设备有唯一编号，需要存储其最后一次上报的时间戳、温度值和湿度值。当设备重复上报时，需覆盖原有记录。已知初始数据:设备编号为[""S01"",""S02"",""S03""]，上报时间依次为[2023.01.01T09:15:00, 2023.01.01T09:16:00, 2023.01.01T09:17:00]，温度读数为[23.5,24.8,21.7]，湿度读数为[45,52,48]。随后设备S02重新上报时间为2023.01.01T09:18:00、温度25.3、湿度50的新数据。请构造数据结构并执行更新操作，最终输出完整记录表到result。","deviceID = [""S01"", ""S02"", ""S03""]
timestamp = [2023.01.01T09:15:00, 2023.01.01T09:16:00, 2023.01.01T09:17:00]
temperature = [23.5, 24.8, 21.7]
humidity = [45, 52, 48]
","kt = keyedTable(`deviceID, deviceID, timestamp, temperature, humidity)
insert into kt values([""S02""], [2023.01.01T09:18:00], [25.3], [50])
result = kt
"
990,,,lastWeekOfMonth,在物联网设备管理中，系统需要基于每月最后一个周四（周四为星期中的第4天）对设备温度进行周期性分析，起始基准日为2023.01.01，每隔2个月更新一次周期。给定设备表devices包含检测日期date（DATE类型）、设备编号device_id和温度读数temp，请按上述规则分组计算各组的平均温度，结果存入result。,"date = [2023.01.15, 2023.03.25, 2023.03.30, 2023.05.18, 2023.07.02]
device_id = `A`B`A`B`A
temp = [25.3, 26.1, 24.8, 27.5, 23.9]
devices = table(date, device_id, temp)
","result = select avg(temp) as avg_temp from devices group by lastWeekOfMonth(date, 4, 2023.01.01, 2)
"
991,,,latestIndexedTable,"在物联网设备状态监控中，每个设备由设备编号和区域码组合标识，系统需要记录每个设备最新的信号强度及上报时间。现有初始监测数据为:设备编号devID=[D001,D002,D001]，区域码zone=[101,102,101]，时间戳timestamp=[2023.05.01T09:30:00.000,2023.05.01T09:30:01.000,2023.05.01T09:30:02.000]，信号强度rssi=[-60,-55,-58]。请创建数据结构并插入后续上报数据devID=D002,D001,D001，zone=102,101,101，timestamp=2023.05.01T09:30:03.000,2023.05.01T09:30:01.500,2023.05.01T09:30:02.500，rssi=-53,-62,-57，最终返回最新状态表。输入表结构为(devID SYMBOL,zone INT,timestamp TIMESTAMP,rssi INT)，结果存储在result。","devID = take(`D001`D002`D001, 3)
zone = [101, 102, 101]
timestamp = [2023.05.01T09:30:00.000, 2023.05.01T09:30:01.000, 2023.05.01T09:30:02.000]
rssi = [-60,-55,-58]
","result = latestIndexedTable(`devID`zone, `timestamp, devID, zone, timestamp, rssi)
insert into result values([`D002,`D001,`D001], [102,101,101], [2023.05.01T09:30:03.000,2023.05.01T09:30:01.500,2023.05.01T09:30:02.500], [-53,-62,-57])
"
992,,,localtime,在处理国际期货交易数据时，记录的交易时间均为UTC标准的TIMESTAMP类型字段timestamp_utc。给定数据表trades包含交易编号trade_id、UTC时间戳timestamp_utc和成交价price三列，要求将时间戳转换为交易所所在本地时区的时间，生成包含所有原始字段和新时区时间local_time的结果表，最终结果存入变量result。,"timestamps = [2023.08.15T16:00:00, 2023.08.15T20:30:45].datetimeParse(""yyyy.MM.ddTHH:mm:ss"")
trades = table `A001`B002 as trade_id, timestamps as timestamp_utc, [4250.75, 4265.30] as price
","result = select *, localtime(timestamp_utc) as local_time from trades
"
993,,,logout,"在股票交易系统维护期间，管理员需要强制用户""Alice""从所有节点和服务端断开连接以确保数据安全。已知输入用户名为字符串类型变量`Alice`，输出结果变量为result。请编写相应的操作代码。",,"result = logout(`Alice, false)
"
994,,,makeCall,假设有一个物联网设备的监测数据表device_data，包含ts（时间戳，DATE类型）、deviceID（设备ID，SYMBOL类型）、temperature（温度，DOUBLE类型）、humidity（湿度，DOUBLE类型）。请动态构造一个查询，为每个设备按时间顺序计算温度的3天移动平均，并将结果四舍五入到两位小数，新增列命名为temp_3d_ma。要求输出结果保留所有原始列，并将最终查询结果赋值给result。,"n=100
ts = 2023.01.01 + 1..n
deviceID = take(`A`B`C, n)
temperature = rand(100.0, n)
humidity = rand(100.0, n)
device_data = table(ts, deviceID, temperature, humidity).sortBy!(`deviceID`ts)","maExpr = makeCall(mavg, sqlCol(""temperature""), 3)
formattedExpr = makeCall(format, maExpr, ""0.00"")
maCol = sqlColAlias(formattedExpr, ""temp_3d_ma"")
result = sql(select=sqlCol(""*""), maCol, from=device_data, contextBy=sqlCol(""deviceID""), csort=sqlCol(""ts"")).eval()"
995,,,mcovarTopN,假设有一个物联网设备的温度(X)和湿度(Y)监测数据，对应的时间戳(S)为5个连续时间点。请计算在长度为3的滑动窗口内，按时间排序后取前2个样本，求Y与X的协方差序列，结果存入result。输入数据格式:X和Y为数值向量，S为时间类型向量。,"X = [35.2, 34.8, 36.1, 33.9, 37.5]
Y = [62, 58, 65, 59, 63]
S = [2023.01.01T09:00:00, 2023.01.01T09:05:00, 2023.01.01T09:10:00, 2023.01.01T09:15:00, 2023.01.01T09:20:00]
","result = mcovarTopN(X, Y, S, 3, 2, ascending=True)
"
996,,,mimin,"某气象站每小时记录温度数据，但由于设备故障存在部分缺失。需要分析每个时间点过去4次有效观测中的最低温度首次出现的位置，结果存储为变量result。输入数据temp是时间索引的向量:[2023-01-01T00:00, 2023-01-01T01:00, 2023-01-01T02:00, 2023-01-01T03:00, 2023-01-01T04:00]对应的温度值为[12.5, NULL, 9.8, 9.8, 11.0]，输出结果为长度相同的整型向量。","timestamp = [2023.01.01T00:00:00, 2023.01.01T01:00:00, 2023.01.01T02:00:00, 2023.01.01T03:00:00, 2023.01.01T04:00:00]
values = [12.5, NULL, 9.8, 9.8, 11.0]
temp = indexedSeries(timestamp, values)
","result = mimin(temp, window=4, minPeriods=1)
"
